"replic","classifier","AUC","MCC","Sens","Spec"
12,"PASTA2",0.852901250998137,0.488357167652276,0.430769230769231,0.958477508650519
12,"FoldAmyloid",0.72774820335374,0.425380705161745,0.746153846153846,0.709342560553633
12,"appnn",0.815491083311152,0.522922228529516,0.869230769230769,0.695501730103806
12,"class14592_6",0.863414958743678,0.589210167739698,0.638461538461538,0.916955017301038
12,"class14592_10",0.897750865051903,0.609255760053973,0.846153846153846,0.799307958477509
12,"class14592_15",0.874660633484163,0.507383395998181,0.938461538461538,0.605536332179931
12,"raw_aa_6",0.827881288261911,0.547237829400851,0.507692307692308,0.955017301038062
12,"raw_aa_10",0.881421346819271,0.581223844417754,0.8,0.809688581314879
12,"raw_aa_15",0.87253127495342,0.515238497513179,0.830769230769231,0.72318339100346
13,"PASTA2",0.843569091366725,0.446239257722819,0.406896551724138,0.948905109489051
13,"FoldAmyloid",0.671671281147747,0.327810894944019,0.682758620689655,0.660583941605839
13,"appnn",0.824540649383338,0.546067085951026,0.862068965517241,0.711678832116788
13,"class14592_6",0.872476717845457,0.554908315150124,0.63448275862069,0.894160583941606
13,"class14592_10",0.878341303800654,0.617000305125878,0.841379310344828,0.799270072992701
13,"class14592_15",0.850151019380821,0.512282163017302,0.910344827586207,0.624087591240876
13,"raw_aa_6",0.841266045809212,0.552053773277919,0.462068965517241,0.978102189781022
13,"raw_aa_10",0.834268814497861,0.507266304014874,0.668965517241379,0.835766423357664
13,"raw_aa_15",0.824465139692927,0.463806649243838,0.724137931034483,0.755474452554745
14,"PASTA2",0.856865347490347,0.42178115847951,0.38125,0.94980694980695
14,"FoldAmyloid",0.735726351351351,0.458575605193019,0.76875,0.702702702702703
14,"appnn",0.834459459459459,0.578500953960348,0.90625,0.687258687258687
14,"class14592_6",0.878692084942085,0.584269087354706,0.69375,0.876447876447876
14,"class14592_10",0.90511583011583,0.639812052185931,0.89375,0.764478764478765
14,"class14592_15",0.880019305019305,0.541944073815947,0.96875,0.567567567567568
14,"raw_aa_6",0.836993243243243,0.549520898944562,0.5125,0.957528957528958
14,"raw_aa_10",0.851278957528958,0.55511583011583,0.725,0.83011583011583
14,"raw_aa_15",0.860485038610039,0.559030769463898,0.8375,0.737451737451737
15,"PASTA2",0.84139260020555,0.415334812162296,0.338129496402878,0.964285714285714
15,"FoldAmyloid",0.711497944501542,0.401551281312839,0.719424460431655,0.703571428571429
15,"appnn",0.81724049331963,0.567959708754838,0.884892086330935,0.717857142857143
15,"class14592_6",0.873317060637204,0.554098451395429,0.618705035971223,0.903571428571429
15,"class14592_10",0.880819630010278,0.626401106722462,0.856115107913669,0.8
15,"class14592_15",0.839658273381295,0.504192056217633,0.935251798561151,0.592857142857143
15,"raw_aa_6",0.85643627954779,0.508129297898283,0.489208633093525,0.942857142857143
15,"raw_aa_10",0.84700668036999,0.552138147788302,0.762589928057554,0.807142857142857
15,"raw_aa_15",0.851014902363823,0.527910422878002,0.805755395683453,0.75
16,"PASTA2",0.819418575383841,0.360272882882338,0.337931034482759,0.937956204379562
16,"FoldAmyloid",0.700062924742008,0.382711028283643,0.710344827586207,0.68978102189781
16,"appnn",0.780354895544928,0.491483188938447,0.841379310344828,0.675182481751825
16,"class14592_6",0.85080543669771,0.555626445596787,0.641379310344828,0.89051094890511
16,"class14592_10",0.862270324691669,0.552131771957038,0.8,0.773722627737226
16,"class14592_15",0.851661213189026,0.471360190388283,0.910344827586207,0.576642335766423
16,"raw_aa_6",0.831588220488296,0.50277604837146,0.455172413793103,0.956204379562044
16,"raw_aa_10",0.833450792851749,0.591695838060191,0.76551724137931,0.835766423357664
16,"raw_aa_15",0.840561288698716,0.513929008975406,0.779310344827586,0.755474452554745
17,"PASTA2",0.879954531975882,0.473633897729956,0.463576158940397,0.936567164179104
17,"FoldAmyloid",0.755139863595928,0.490598602452147,0.801324503311258,0.708955223880597
17,"appnn",0.847916872590689,0.640320423697754,0.920529801324503,0.746268656716418
17,"class14592_6",0.913499555204112,0.658117702508105,0.735099337748344,0.906716417910448
17,"class14592_10",0.915970643471385,0.671139808003042,0.913907284768212,0.783582089552239
17,"class14592_15",0.886700602945537,0.567856586060855,0.947019867549669,0.638059701492537
17,"raw_aa_6",0.858802016408026,0.570368774420559,0.56953642384106,0.940298507462687
17,"raw_aa_10",0.872714243352773,0.566036606803822,0.781456953642384,0.798507462686567
17,"raw_aa_15",0.862162696451517,0.546613447219818,0.841059602649007,0.727611940298508
18,"PASTA2",0.87816604708798,0.4737921238857,0.4,0.966542750929368
18,"FoldAmyloid",0.741623296158612,0.463359076511785,0.806666666666667,0.676579925650558
18,"appnn",0.818488228004957,0.531692332423859,0.866666666666667,0.687732342007435
18,"class14592_6",0.861090458488228,0.538888319930374,0.653333333333333,0.869888475836431
18,"class14592_10",0.881003717472119,0.564578701541164,0.84,0.747211895910781
18,"class14592_15",0.855526641883519,0.501885308721603,0.946666666666667,0.561338289962825
18,"raw_aa_6",0.852366790582404,0.530965929511032,0.466666666666667,0.966542750929368
18,"raw_aa_10",0.854287484510533,0.527377627391876,0.733333333333333,0.802973977695167
18,"raw_aa_15",0.853890954151177,0.543636106129469,0.813333333333333,0.75092936802974
19,"PASTA2",0.854445015416238,0.39786849741952,0.381294964028777,0.935714285714286
19,"FoldAmyloid",0.732952209660843,0.445169682113306,0.726618705035971,0.739285714285714
19,"appnn",0.823779547790339,0.5717724684704,0.877697841726619,0.728571428571429
19,"class14592_6",0.900462487153135,0.610305576280386,0.633093525179856,0.932142857142857
19,"class14592_10",0.91374614594039,0.68350095936595,0.856115107913669,0.85
19,"class14592_15",0.89094295991778,0.616739197239006,0.971223021582734,0.682142857142857
19,"raw_aa_6",0.825924974306269,0.50403771345743,0.453237410071942,0.957142857142857
19,"raw_aa_10",0.857438335046249,0.568105868614522,0.726618705035971,0.846428571428571
19,"raw_aa_15",0.851618705035971,0.495467475386469,0.76978417266187,0.75
20,"PASTA2",0.863385520493995,0.434730433261809,0.401273885350318,0.946564885496183
20,"FoldAmyloid",0.742864783390869,0.470618219590569,0.78343949044586,0.702290076335878
20,"appnn",0.835914328779112,0.607272912754197,0.878980891719745,0.748091603053435
20,"class14592_6",0.883733650994311,0.626595905406872,0.681528662420382,0.916030534351145
20,"class14592_10",0.891695434433802,0.662089335951301,0.866242038216561,0.812977099236641
20,"class14592_15",0.865050809549278,0.549046290304114,0.917197452229299,0.645038167938931
20,"raw_aa_6",0.844909320756552,0.52220243255793,0.477707006369427,0.958015267175573
20,"raw_aa_10",0.860127874750814,0.610225956476003,0.738853503184713,0.866412213740458
20,"raw_aa_15",0.861878251568046,0.557460137237129,0.78343949044586,0.786259541984733
21,"PASTA2",0.830046073406844,0.444619252479911,0.408759124087591,0.946808510638298
21,"FoldAmyloid",0.707058549464203,0.390997128601522,0.722627737226277,0.691489361702128
21,"appnn",0.85199565149868,0.590517657529692,0.89051094890511,0.737588652482269
21,"class14592_6",0.870347362426878,0.608003097951712,0.700729927007299,0.893617021276596
21,"class14592_10",0.886343635140032,0.602531757794176,0.846715328467153,0.787234042553192
21,"class14592_15",0.885463581301444,0.558272587386029,0.956204379562044,0.634751773049645
21,"raw_aa_6",0.823057410571,0.554573312769479,0.503649635036496,0.960992907801418
21,"raw_aa_10",0.828493037221101,0.545431053097554,0.715328467153285,0.836879432624113
21,"raw_aa_15",0.850804990422944,0.521165276112881,0.759124087591241,0.783687943262411
22,"PASTA2",0.841499380421314,0.446947106994813,0.386666666666667,0.95910780669145
22,"FoldAmyloid",0.714188351920694,0.410794104727461,0.766666666666667,0.661710037174721
22,"appnn",0.81543990086741,0.576961607983841,0.92,0.680297397769517
22,"class14592_6",0.878959107806691,0.574206491917854,0.653333333333333,0.895910780669145
22,"class14592_10",0.891710037174721,0.617547920392187,0.86,0.780669144981413
22,"class14592_15",0.860123915737299,0.532059636387644,0.94,0.605947955390335
22,"raw_aa_6",0.805600991325898,0.496491851158613,0.466666666666667,0.947955390334573
22,"raw_aa_10",0.831449814126394,0.525242542022397,0.706666666666667,0.821561338289963
22,"raw_aa_15",0.827496902106568,0.473604276400123,0.766666666666667,0.724907063197026
23,"PASTA2",0.872856077554064,0.482228270123149,0.449664429530201,0.948148148148148
23,"FoldAmyloid",0.750720855083271,0.482625825716241,0.771812080536913,0.72962962962963
23,"appnn",0.84464330101914,0.578823531367502,0.859060402684564,0.744444444444444
23,"class14592_6",0.893437733035048,0.593523964383419,0.644295302013423,0.914814814814815
23,"class14592_10",0.901019139945314,0.644494167428981,0.859060402684564,0.807407407407407
23,"class14592_15",0.876609495401442,0.571001136793205,0.953020134228188,0.637037037037037
23,"raw_aa_6",0.860750683569475,0.49892910856005,0.476510067114094,0.944444444444444
23,"raw_aa_10",0.871799652000994,0.591896495422151,0.771812080536913,0.82962962962963
23,"raw_aa_15",0.886626895351728,0.602359213195176,0.838926174496644,0.785185185185185
24,"PASTA2",0.837608590733591,0.388323905764728,0.3375,0.953667953667954
24,"FoldAmyloid",0.733156370656371,0.456778452756322,0.725,0.741312741312741
24,"appnn",0.813622104247104,0.553078714118993,0.8625,0.706563706563707
24,"class14592_6",0.870680501930502,0.588496350673663,0.68125,0.888030888030888
24,"class14592_10",0.885822876447876,0.60798818349492,0.85625,0.768339768339768
24,"class14592_15",0.870173745173745,0.542996035378003,0.94375,0.602316602316602
24,"raw_aa_6",0.855357142857143,0.533750646766558,0.46875,0.969111969111969
24,"raw_aa_10",0.86969111969112,0.598409207655839,0.7375,0.857142857142857
24,"raw_aa_15",0.870849420849421,0.564717601286196,0.81875,0.760617760617761
25,"PASTA2",0.861290322580645,0.462593061831704,0.438709677419355,0.943181818181818
25,"FoldAmyloid",0.737267839687195,0.459994434445723,0.754838709677419,0.71969696969697
25,"appnn",0.840689149560117,0.574000328956798,0.870967741935484,0.723484848484849
25,"class14592_6",0.884481915933529,0.604548426542458,0.703225806451613,0.886363636363636
25,"class14592_10",0.899352394916911,0.634723321936652,0.870967741935484,0.784090909090909
25,"class14592_15",0.876270772238514,0.569532967888576,0.961290322580645,0.617424242424242
25,"raw_aa_6",0.849718963831867,0.555535689013336,0.516129032258065,0.958333333333333
25,"raw_aa_10",0.868218475073314,0.576819725285391,0.741935483870968,0.837121212121212
25,"raw_aa_15",0.870234604105572,0.584967121389408,0.825806451612903,0.776515151515151
26,"PASTA2",0.891768528547114,0.480837248986692,0.442028985507246,0.950177935943061
26,"FoldAmyloid",0.745074526793543,0.467096845203745,0.746376811594203,0.743772241992883
26,"appnn",0.866045180256847,0.636747838762383,0.905797101449275,0.768683274021352
26,"class14592_6",0.896565062664397,0.621361670428156,0.666666666666667,0.921708185053381
26,"class14592_10",0.922572076950848,0.633116773949434,0.876811594202899,0.790035587188612
26,"class14592_15",0.897544999742122,0.580380115254505,0.978260869565217,0.633451957295374
26,"raw_aa_6",0.842616947753881,0.57589439448122,0.521739130434783,0.9644128113879
26,"raw_aa_10",0.860900510598793,0.603119302269966,0.797101449275362,0.825622775800712
26,"raw_aa_15",0.874452008871009,0.54730082197749,0.818840579710145,0.758007117437722
27,"PASTA2",0.841599599980951,0.43516662514003,0.367469879518072,0.964426877470356
27,"FoldAmyloid",0.716141244821182,0.424519693027315,0.716867469879518,0.715415019762846
27,"appnn",0.780572884423068,0.506556196616276,0.837349397590361,0.679841897233202
27,"class14592_6",0.863886375541692,0.590282660498756,0.656626506024096,0.905138339920949
27,"class14592_10",0.867660364779275,0.592635534080055,0.825301204819277,0.778656126482213
27,"class14592_15",0.833801609600457,0.475800102345052,0.91566265060241,0.553359683794466
27,"raw_aa_6",0.841194818800895,0.555327135163849,0.524096385542169,0.956521739130435
27,"raw_aa_10",0.86142197247488,0.566471122403161,0.740963855421687,0.826086956521739
27,"raw_aa_15",0.8447902281061,0.558538783157305,0.819277108433735,0.75098814229249
28,"PASTA2",0.842014646685096,0.479027716585628,0.411392405063291,0.96551724137931
28,"FoldAmyloid",0.717748193413842,0.42481409775669,0.715189873417722,0.720306513409962
28,"appnn",0.810526698675978,0.551520762631247,0.80379746835443,0.762452107279693
28,"class14592_6",0.857849556234541,0.55908626850046,0.651898734177215,0.885057471264368
28,"class14592_10",0.865172898782676,0.58339496035265,0.816455696202532,0.781609195402299
28,"class14592_15",0.845627819001891,0.512450810497394,0.911392405063291,0.609195402298851
28,"raw_aa_6",0.844439594548717,0.569789827777533,0.493670886075949,0.977011494252874
28,"raw_aa_10",0.838631844415345,0.518072555363639,0.677215189873418,0.835249042145594
28,"raw_aa_15",0.831332751345846,0.478732254073748,0.734177215189873,0.754789272030651
29,"PASTA2",0.861085858585859,0.450998025380428,0.395833333333333,0.956363636363636
29,"FoldAmyloid",0.710366161616162,0.402634169792964,0.715277777777778,0.705454545454545
29,"appnn",0.858686868686869,0.633649467743085,0.909722222222222,0.756363636363636
29,"class14592_6",0.882159090909091,0.627091572435551,0.701388888888889,0.905454545454545
29,"class14592_10",0.899684343434343,0.648849551724374,0.868055555555556,0.807272727272727
29,"class14592_15",0.874886363636364,0.546026890826422,0.9375,0.632727272727273
29,"raw_aa_6",0.856906565656566,0.584674838839414,0.527777777777778,0.967272727272727
29,"raw_aa_10",0.871755050505051,0.5878888286283,0.770833333333333,0.829090909090909
29,"raw_aa_15",0.885820707070707,0.58050646098268,0.868055555555556,0.741818181818182
30,"PASTA2",0.831507603041217,0.362984635419365,0.319727891156463,0.948529411764706
30,"FoldAmyloid",0.753101240496199,0.490655626795963,0.741496598639456,0.764705882352941
30,"appnn",0.813250300120048,0.518157344409474,0.836734693877551,0.705882352941177
30,"class14592_6",0.865058523409364,0.595762390634928,0.639455782312925,0.919117647058823
30,"class14592_10",0.873787014805922,0.541779417412932,0.789115646258503,0.772058823529412
30,"class14592_15",0.863895558223289,0.503457546534965,0.938775510204082,0.577205882352941
30,"raw_aa_6",0.816026410564226,0.469133297670865,0.401360544217687,0.963235294117647
30,"raw_aa_10",0.87062324929972,0.603064645649594,0.748299319727891,0.856617647058823
30,"raw_aa_15",0.878551420568227,0.602481505628286,0.829931972789116,0.794117647058823
31,"PASTA2",0.885804178202869,0.478179142135599,0.393103448275862,0.970802919708029
31,"FoldAmyloid",0.77529574628744,0.534971040668597,0.758620689655172,0.791970802919708
31,"appnn",0.825497105461868,0.592259594806689,0.868965517241379,0.751824817518248
31,"class14592_6",0.882821545431664,0.610710555171142,0.675862068965517,0.908759124087591
31,"class14592_10",0.894450037754845,0.618863607447023,0.83448275862069,0.806569343065693
31,"class14592_15",0.875346086081047,0.53568907743452,0.924137931034483,0.635036496350365
31,"raw_aa_6",0.846816008054367,0.527373169844682,0.475862068965517,0.95985401459854
31,"raw_aa_10",0.846652403725145,0.549560519338029,0.717241379310345,0.835766423357664
31,"raw_aa_15",0.854908129876668,0.559280969288564,0.820689655172414,0.762773722627737
32,"PASTA2",0.865628054740958,0.519164275101252,0.464516129032258,0.962121212121212
32,"FoldAmyloid",0.750171065493646,0.484276696921478,0.780645161290323,0.71969696969697
32,"appnn",0.848228250244379,0.572914860708822,0.87741935483871,0.715909090909091
32,"class14592_6",0.895735581622678,0.624469417017387,0.696774193548387,0.90530303030303
32,"class14592_10",0.903409090909091,0.646736489295173,0.883870967741936,0.784090909090909
32,"class14592_15",0.872922776148583,0.548268755933747,0.967741935483871,0.583333333333333
32,"raw_aa_6",0.848936950146628,0.57582860418248,0.516129032258065,0.96969696969697
32,"raw_aa_10",0.852565982404692,0.567667019859493,0.761290322580645,0.814393939393939
32,"raw_aa_15",0.853128054740958,0.563562400158794,0.832258064516129,0.75
33,"PASTA2",0.822764645426516,0.384651743362314,0.338129496402878,0.95
33,"FoldAmyloid",0.74012076053443,0.459256716620797,0.733812949640288,0.746428571428571
33,"appnn",0.829946043165468,0.561062751878413,0.884892086330935,0.710714285714286
33,"class14592_6",0.863514902363823,0.622169665491226,0.712230215827338,0.896428571428571
33,"class14592_10",0.869013360739979,0.572234245139687,0.870503597122302,0.735714285714286
33,"class14592_15",0.851053442959918,0.527737936307265,0.949640287769784,0.603571428571429
33,"raw_aa_6",0.827415210688592,0.5027138326887,0.467625899280576,0.95
33,"raw_aa_10",0.847225077081192,0.57731010000157,0.762589928057554,0.828571428571429
33,"raw_aa_15",0.85301901336074,0.550606335107817,0.805755395683453,0.771428571428571
34,"PASTA2",0.847992143168922,0.427374209991179,0.386075949367089,0.950191570881226
34,"FoldAmyloid",0.72082787720064,0.429132469251086,0.740506329113924,0.701149425287356
34,"appnn",0.790654250933605,0.548237758443653,0.886075949367089,0.67816091954023
34,"class14592_6",0.876157912604879,0.586805851429306,0.689873417721519,0.881226053639847
34,"class14592_10",0.89182307580387,0.626058192647672,0.89873417721519,0.747126436781609
34,"class14592_15",0.881832290605752,0.537407467533594,0.955696202531646,0.582375478927203
34,"raw_aa_6",0.835309665842184,0.547070584098572,0.5,0.961685823754789
34,"raw_aa_10",0.871720258014453,0.585608577893982,0.753164556962025,0.835249042145594
34,"raw_aa_15",0.870095542945827,0.571546318988052,0.841772151898734,0.747126436781609
35,"PASTA2",0.850127770406408,0.426854433176363,0.405228758169935,0.93984962406015
35,"FoldAmyloid",0.730502727406752,0.443985908062896,0.784313725490196,0.676691729323308
35,"appnn",0.828836797877046,0.568164994957993,0.915032679738562,0.672932330827068
35,"class14592_6",0.871025603223746,0.576715832000275,0.69281045751634,0.87218045112782
35,"class14592_10",0.886333480760725,0.586473612911936,0.875816993464052,0.733082706766917
35,"class14592_15",0.862990810359231,0.489752210239912,0.947712418300654,0.541353383458647
35,"raw_aa_6",0.829930217701116,0.540555373634109,0.542483660130719,0.93609022556391
35,"raw_aa_10",0.844783527446066,0.545193445472761,0.725490196078431,0.823308270676692
35,"raw_aa_15",0.841073271413829,0.498645686417278,0.790849673202614,0.725563909774436
36,"PASTA2",0.83108876149056,0.402240335712024,0.377483443708609,0.940298507462687
36,"FoldAmyloid",0.727809627359889,0.43827665630252,0.76158940397351,0.694029850746269
36,"appnn",0.827728081447069,0.568035657689216,0.867549668874172,0.723880597014925
36,"class14592_6",0.893051299792429,0.656928309868098,0.708609271523179,0.921641791044776
36,"class14592_10",0.913462488880103,0.712511567399567,0.894039735099338,0.83955223880597
36,"class14592_15",0.885489769694573,0.583905149072548,0.940397350993378,0.664179104477612
36,"raw_aa_6",0.834585351388752,0.55517886578974,0.536423841059603,0.947761194029851
36,"raw_aa_10",0.881894336265691,0.633489987226372,0.814569536423841,0.832089552238806
36,"raw_aa_15",0.887886725313828,0.589993584726412,0.834437086092715,0.776119402985075
37,"PASTA2",0.859740058796225,0.45600721724593,0.355072463768116,0.97508896797153
37,"FoldAmyloid",0.718255196245294,0.413375228905325,0.731884057971015,0.704626334519573
37,"appnn",0.84016710505957,0.584659377616901,0.884057971014493,0.736654804270463
37,"class14592_6",0.884328743101759,0.579918573766042,0.623188405797101,0.918149466192171
37,"class14592_10",0.886288617257208,0.592082560981444,0.847826086956522,0.775800711743772
37,"class14592_15",0.855356129764299,0.527363440928503,0.949275362318841,0.604982206405694
37,"raw_aa_6",0.835912115116819,0.530166756306419,0.449275362318841,0.97153024911032
37,"raw_aa_10",0.840992315230285,0.540106707632332,0.739130434782609,0.814946619217082
37,"raw_aa_15",0.841237299499716,0.491485057816701,0.760869565217391,0.754448398576512
38,"PASTA2",0.855148276381153,0.372363773497174,0.328767123287671,0.948717948717949
38,"FoldAmyloid",0.702556575844247,0.388723056556812,0.705479452054795,0.6996336996337
38,"appnn",0.811769280947363,0.571102164532572,0.86986301369863,0.728937728937729
38,"class14592_6",0.879723016709318,0.596042104969144,0.671232876712329,0.901098901098901
