"enc_adj";"AUC_mean";"et";"si";"et2"
9000;0,772972344824778;"Encoding";0,763157894736842;"Encoding"
9001;0,736546969818464;"Encoding";0,757894736842105;"Encoding"
9002;0,757286429725042;"Encoding";0,826315789473684;"Encoding"
9003;0,758350340363311;"Encoding";0,763157894736842;"Encoding"
9004;0,750403179310224;"Encoding";0,847368421052632;"Encoding"
9005;0,734929034284319;"Encoding";0,778947368421053;"Encoding"
9006;0,756433987869264;"Encoding";0,757894736842105;"Encoding"
9007;0,75167715199529;"Encoding";0,8;"Encoding"
9008;0,74251523930287;"Encoding";0,757894736842105;"Encoding"
9009;0,743188145958979;"Encoding";0,768421052631579;"Encoding"
9010;0,756669089522896;"Encoding";0,778947368421053;"Encoding"
9011;0,747530274771549;"Encoding";0,8;"Encoding"
9012;0,753169408406437;"Encoding";0,742105263157895;"Encoding"
9013;0,774867652075089;"Encoding";0,805263157894737;"Encoding"
9014;0,742500943148562;"Encoding";0,763157894736842;"Encoding"
9015;0,751360387885512;"Encoding";0,773684210526316;"Encoding"
9016;0,757499560557763;"Encoding";0,805263157894737;"Encoding"
9017;0,762551341930208;"Encoding";0,805263157894737;"Encoding"
9018;0,765322848354913;"Encoding";0,836842105263158;"Encoding"
9019;0,761913806709745;"Encoding";0,773684210526316;"Encoding"
9020;0,763661903462015;"Encoding";0,836842105263158;"Encoding"
9021;0,758292949826401;"Encoding";0,794736842105263;"Encoding"
9022;0,75826672053115;"Encoding";0,773684210526316;"Encoding"
9023;0,75768877467112;"Encoding";0,768421052631579;"Encoding"
9024;0,75079787859799;"Encoding";0,773684210526316;"Encoding"
9025;0,766925382853575;"Encoding";0,805263157894737;"Encoding"
9026;0,788914975703745;"Encoding";0,91578947368421;"Encoding"
9027;0,783116250813889;"Encoding";0,878947368421053;"Encoding"
9028;0,754572720522302;"Encoding";0,826315789473684;"Encoding"
9029;0,734970541714328;"Encoding";0,805263157894737;"Encoding"
9030;0,804732563387685;"Encoding";0,936842105263158;"Encoding"
9031;0,766242893054046;"Encoding";0,831578947368421;"Encoding"
9032;0,76546862908735;"Encoding";0,847368421052632;"Encoding"
9033;0,763021615247361;"Encoding";0,836842105263158;"Encoding"
9034;0,747125220204917;"Encoding";0,805263157894737;"Encoding"
9035;0,773792154356342;"Encoding";0,8;"Encoding"
9036;0,736009274083718;"Encoding";0,794736842105263;"Encoding"
9037;0,801261563851628;"Encoding";0,968421052631579;"Encoding"
9038;0,756988440037878;"Encoding";0,784210526315789;"Encoding"
9039;0,757718765533457;"Encoding";0,826315789473684;"Encoding"
9040;0,733305122923765;"Encoding";0,878947368421053;"Encoding"
9041;0,745962192049476;"Encoding";0,857894736842105;"Encoding"
9042;0,724067584664013;"Encoding";0,847368421052632;"Encoding"
9043;0,770175950974041;"Encoding";0,863157894736842;"Encoding"
9044;0,771098048958619;"Encoding";0,852631578947368;"Encoding"
9045;0,74340598015373;"Encoding";0,773684210526316;"Encoding"
9046;0,780831067380688;"Encoding";0,894736842105263;"Encoding"
9047;0,77638086163236;"Encoding";0,836842105263158;"Encoding"
9048;0,796153576845466;"Encoding";0,868421052631579;"Encoding"
9049;0,756715843321456;"Encoding";0,794736842105263;"Encoding"
9050;0,743511632135671;"Encoding";0,773684210526316;"Encoding"
9051;0,744971133973397;"Encoding";0,742105263157895;"Encoding"
9052;0,740236459251013;"Encoding";0,826315789473684;"Encoding"
9053;0,747472510469161;"Encoding";0,794736842105263;"Encoding"
9054;0,752722447130074;"Encoding";0,742105263157895;"Encoding"
9055;0,761084693873679;"Encoding";0,868421052631579;"Encoding"
9056;0,78069328165463;"Encoding";0,810526315789474;"Encoding"
9057;0,784170905290757;"Encoding";0,863157894736842;"Encoding"
9058;0,765831384938685;"Encoding";0,836842105263158;"Encoding"
9059;0,741560156762342;"Encoding";0,757894736842105;"Encoding"
9060;0,751105285329435;"Encoding";0,826315789473684;"Encoding"
9061;0,767003486360917;"Encoding";0,773684210526316;"Encoding"
9062;0,76216087011957;"Encoding";0,747368421052632;"Encoding"
9063;0,747240025155959;"Encoding";0,773684210526316;"Encoding"
9064;0,799010349971365;"Encoding";0,815789473684211;"Encoding"
9065;0,760003605313325;"Encoding";0,831578947368421;"Encoding"
9066;0,790692563680384;"Encoding";0,847368421052632;"Encoding"
9067;0,760936180479888;"Encoding";0,836842105263158;"Encoding"
9068;0,802056635416689;"Encoding";0,894736842105263;"Encoding"
9069;0,757790994227055;"Encoding";0,778947368421053;"Encoding"
9070;0,769202058894262;"Encoding";0,821052631578947;"Encoding"
9071;0,747344578799498;"Encoding";0,789473684210526;"Encoding"
9072;0,762881459713223;"Encoding";0,836842105263158;"Encoding"
9073;0,764889748542443;"Encoding";0,778947368421053;"Encoding"
9074;0,748995476704333;"Encoding";0,821052631578947;"Encoding"
9075;0,738459098702381;"Encoding";0,815789473684211;"Encoding"
9076;0,725907639797795;"Encoding";0,789473684210526;"Encoding"
9077;0,749657126438739;"Encoding";0,773684210526316;"Encoding"
9078;0,782319863194929;"Encoding";0,826315789473684;"Encoding"
9079;0,74216004924611;"Encoding";0,805263157894737;"Encoding"
9080;0,796857713620711;"Encoding";0,894736842105263;"Encoding"
9081;0,780213628200782;"Encoding";0,842105263157895;"Encoding"
9082;0,738003000226463;"Encoding";0,778947368421053;"Encoding"
9083;0,744045786551085;"Encoding";0,763157894736842;"Encoding"
9084;0,747397158902254;"Encoding";0,863157894736842;"Encoding"
9085;0,739726701852134;"Encoding";0,784210526315789;"Encoding"
9086;0,764560936930678;"Encoding";0,857894736842105;"Encoding"
9087;0,775179760619393;"Encoding";0,842105263157895;"Encoding"
9088;0,753658279681828;"Encoding";0,863157894736842;"Encoding"
9089;0,751639800323134;"Encoding";0,763157894736842;"Encoding"
9090;0,752593200792076;"Encoding";0,815789473684211;"Encoding"
9091;0,747378331455693;"Encoding";0,773684210526316;"Encoding"
9092;0,746656120501202;"Encoding";0,826315789473684;"Encoding"
9093;0,73680986473529;"Encoding";0,784210526315789;"Encoding"
9094;0,754173591076685;"Encoding";0,842105263157895;"Encoding"
9095;0,776346551347755;"Encoding";0,821052631578947;"Encoding"
9096;0,713457416005414;"Encoding";0,815789473684211;"Encoding"
9097;0,785498297360333;"Encoding";0,91578947368421;"Encoding"
9098;0,719856921000197;"Encoding";0,842105263157895;"Encoding"
9099;0,759107882530914;"Encoding";0,836842105263158;"Encoding"
9100;0,746200333839901;"Encoding";0,863157894736842;"Encoding"
9101;0,741526020260047;"Encoding";0,836842105263158;"Encoding"
9102;0,739472674121235;"Encoding";0,805263157894737;"Encoding"
9103;0,753795074513834;"Encoding";0,773684210526316;"Encoding"
9104;0,785167241405899;"Encoding";0,842105263157895;"Encoding"
9105;0,762498822386453;"Encoding";0,842105263157895;"Encoding"
9106;0,755573707117833;"Encoding";0,810526315789474;"Encoding"
9107;0,784811231832929;"Encoding";0,852631578947368;"Encoding"
9108;0,7479352551791;"Encoding";0,805263157894737;"Encoding"
9109;0,780272663268811;"Encoding";0,868421052631579;"Encoding"
9110;0,749336761494945;"Encoding";0,794736842105263;"Encoding"
9111;0,757618396134749;"Encoding";0,784210526315789;"Encoding"
9112;0,745865583254856;"Encoding";0,821052631578947;"Encoding"
9113;0,755375955193178;"Encoding";0,810526315789474;"Encoding"
9114;0,771554626057413;"Encoding";0,894736842105263;"Encoding"
9115;0,762556679196436;"Encoding";0,794736842105263;"Encoding"
9116;0,759258127981918;"Encoding";0,773684210526316;"Encoding"
9117;0,749719457761602;"Encoding";0,773684210526316;"Encoding"
9118;0,769454120508588;"Encoding";0,794736842105263;"Encoding"
9119;0,746974576364098;"Encoding";0,8;"Encoding"
9120;0,761989457190628;"Encoding";0,768421052631579;"Encoding"
9121;0,762476260802883;"Encoding";0,836842105263158;"Encoding"
9122;0,760530489187344;"Encoding";0,784210526315789;"Encoding"
9123;0,772862289312283;"Encoding";0,847368421052632;"Encoding"
9124;0,757573933344695;"Encoding";0,868421052631579;"Encoding"
9125;0,759863041678557;"Encoding";0,763157894736842;"Encoding"
9126;0,757262783543278;"Encoding";0,815789473684211;"Encoding"
9127;0,749938198378361;"Encoding";0,831578947368421;"Encoding"
9128;0,762544499369944;"Encoding";0,857894736842105;"Encoding"
9129;0,75800151102725;"Encoding";0,847368421052632;"Encoding"
9130;0,790241483690496;"Encoding";0,852631578947368;"Encoding"
9131;0,796556649560829;"Encoding";0,842105263157895;"Encoding"
9132;0,740255880059288;"Encoding";0,794736842105263;"Encoding"
9133;0,76285410343068;"Encoding";0,784210526315789;"Encoding"
9134;0,761744586310835;"Encoding";0,757894736842105;"Encoding"
9135;0,741686826815693;"Encoding";0,784210526315789;"Encoding"
9136;0,748468869486668;"Encoding";0,810526315789474;"Encoding"
9137;0,747905919760269;"Encoding";0,757894736842105;"Encoding"
9138;0,755274567342797;"Encoding";0,826315789473684;"Encoding"
9139;0,757637806954611;"Encoding";0,8;"Encoding"
9140;0,762811394928598;"Encoding";0,794736842105263;"Encoding"
9141;0,755996622698677;"Encoding";0,857894736842105;"Encoding"
9142;0,75059226813557;"Encoding";0,815789473684211;"Encoding"
9143;0,770325062593424;"Encoding";0,852631578947368;"Encoding"
9144;0,712796680461136;"Encoding";0,815789473684211;"Encoding"
9145;0,76771466534149;"Encoding";0,805263157894737;"Encoding"
9146;0,749755613627559;"Encoding";0,815789473684211;"Encoding"
9147;0,766157898116526;"Encoding";0,836842105263158;"Encoding"
9148;0,743882551173655;"Encoding";0,805263157894737;"Encoding"
9149;0,773425092167073;"Encoding";0,873684210526316;"Encoding"
9150;0,771732302390276;"Encoding";0,836842105263158;"Encoding"
9151;0,757420009148313;"Encoding";0,836842105263158;"Encoding"
9152;0,757643397461745;"Encoding";0,768421052631579;"Encoding"
9153;0,766723920013742;"Encoding";0,863157894736842;"Encoding"
9154;0,760547578571931;"Encoding";0,794736842105263;"Encoding"
9155;0,750280819175253;"Encoding";0,773684210526316;"Encoding"
9156;0,760078958728782;"Encoding";0,752631578947368;"Encoding"
9157;0,768571377547293;"Encoding";0,794736842105263;"Encoding"
9158;0,783533034533107;"Encoding";0,878947368421053;"Encoding"
9159;0,743472913010106;"Encoding";0,805263157894737;"Encoding"
9160;0,751471362435557;"Encoding";0,815789473684211;"Encoding"
9161;0,753659576951335;"Encoding";0,789473684210526;"Encoding"
9162;0,747410024947289;"Encoding";0,731578947368421;"Encoding"
9163;0,781685217589018;"Encoding";0,821052631578947;"Encoding"
9164;0,761476063356813;"Encoding";0,857894736842105;"Encoding"
9165;0,742415779788752;"Encoding";0,747368421052632;"Encoding"
9166;0,755708894136563;"Encoding";0,810526315789474;"Encoding"
9167;0,736535638704039;"Encoding";0,815789473684211;"Encoding"
9168;0,774524770421644;"Encoding";0,752631578947368;"Encoding"
9169;0,76483987988604;"Encoding";0,789473684210526;"Encoding"
9170;0,768624496099575;"Encoding";0,831578947368421;"Encoding"
9171;0,74508405542894;"Encoding";0,826315789473684;"Encoding"
9172;0,747233537964497;"Encoding";0,736842105263158;"Encoding"
9173;0,76573909496225;"Encoding";0,794736842105263;"Encoding"
9174;0,760155307180464;"Encoding";0,789473684210526;"Encoding"
9175;0,766834781502632;"Encoding";0,805263157894737;"Encoding"
9176;0,776476132066085;"Encoding";0,815789473684211;"Encoding"
9177;0,755885441777344;"Encoding";0,784210526315789;"Encoding"
9178;0,745620212755973;"Encoding";0,763157894736842;"Encoding"
9179;0,747687515613686;"Encoding";0,763157894736842;"Encoding"
9180;0,793518228458122;"Encoding";0,826315789473684;"Encoding"
9181;0,767053431561752;"Encoding";0,805263157894737;"Encoding"
9182;0,766802054245297;"Encoding";0,857894736842105;"Encoding"
9183;0,773242912995294;"Encoding";0,831578947368421;"Encoding"
9184;0,758931675402528;"Encoding";0,815789473684211;"Encoding"
9185;0,733215176256385;"Encoding";0,773684210526316;"Encoding"
9186;0,741124120741121;"Encoding";0,794736842105263;"Encoding"
9187;0,770447196207479;"Encoding";0,805263157894737;"Encoding"
9188;0,770542139413777;"Encoding";0,842105263157895;"Encoding"
9189;0,747311771790965;"Encoding";0,742105263157895;"Encoding"
9190;0,766208043976974;"Encoding";0,815789473684211;"Encoding"
9191;0,753305120613925;"Encoding";0,784210526315789;"Encoding"
9192;0,74769442266941;"Encoding";0,752631578947368;"Encoding"
9193;0,788092004017795;"Encoding";0,826315789473684;"Encoding"
9194;0,751017709133028;"Encoding";0,826315789473684;"Encoding"
9195;0,761315516863411;"Encoding";0,789473684210526;"Encoding"
9196;0,746865074824782;"Encoding";0,773684210526316;"Encoding"
9197;0,759818320698043;"Encoding";0,821052631578947;"Encoding"
9198;0,72860123856438;"Encoding";0,773684210526316;"Encoding"
9199;0,785719106694224;"Encoding";0,836842105263158;"Encoding"
9200;0,772764240473221;"Encoding";0,773684210526316;"Encoding"
9201;0,750813855557393;"Encoding";0,863157894736842;"Encoding"
9202;0,75296964789334;"Encoding";0,8;"Encoding"
9203;0,747207654063188;"Encoding";0,763157894736842;"Encoding"
9204;0,765553876903471;"Encoding";0,847368421052632;"Encoding"
9205;0,773960352018371;"Encoding";0,826315789473684;"Encoding"
9206;0,747481140677452;"Encoding";0,778947368421053;"Encoding"
9207;0,746090581505534;"Encoding";0,805263157894737;"Encoding"
9208;0,784723857254051;"Encoding";0,821052631578947;"Encoding"
9209;0,762178710258577;"Encoding";0,847368421052632;"Encoding"
9210;0,7344516608486;"Encoding";0,778947368421053;"Encoding"
9211;0,769740947722646;"Encoding";0,857894736842105;"Encoding"
9212;0,797594284022129;"Encoding";0,815789473684211;"Encoding"
9213;0,791725491673811;"Encoding";0,784210526315789;"Encoding"
9214;0,762942402200925;"Encoding";0,773684210526316;"Encoding"
9215;0,745906724035021;"Encoding";0,763157894736842;"Encoding"
9216;0,736880708857154;"Encoding";0,815789473684211;"Encoding"
9217;0,787532101811255;"Encoding";0,742105263157895;"Encoding"
9218;0,773538011176519;"Encoding";0,8;"Encoding"
9219;0,764631753493953;"Encoding";0,836842105263158;"Encoding"
9220;0,765663327065302;"Encoding";0,878947368421053;"Encoding"
9221;0,754058145257799;"Encoding";0,778947368421053;"Encoding"
9222;0,755912107738619;"Encoding";0,836842105263158;"Encoding"
9223;0,747822400094672;"Encoding";0,810526315789474;"Encoding"
9224;0,755779848710363;"Encoding";0,773684210526316;"Encoding"
9225;0,752659434012796;"Encoding";0,805263157894737;"Encoding"
9226;0,756484097811021;"Encoding";0,805263157894737;"Encoding"
9227;0,749940186623317;"Encoding";0,773684210526316;"Encoding"
9228;0,770365262646679;"Encoding";0,805263157894737;"Encoding"
9229;0,776136607759646;"Encoding";0,8;"Encoding"
9230;0,770794432841032;"Encoding";0,863157894736842;"Encoding"
9231;0,719818955147998;"Encoding";0,789473684210526;"Encoding"
9232;0,753910457803917;"Encoding";0,778947368421053;"Encoding"
9233;0,78102231855785;"Encoding";0,847368421052632;"Encoding"
9234;0,785168049205673;"Encoding";0,884210526315789;"Encoding"
9235;0,752177191967819;"Encoding";0,763157894736842;"Encoding"
9236;0,727931832352339;"Encoding";0,784210526315789;"Encoding"
9237;0,730577971287632;"Encoding";0,784210526315789;"Encoding"
9238;0,756376585169632;"Encoding";0,763157894736842;"Encoding"
9239;0,735915371917315;"Encoding";0,784210526315789;"Encoding"
9240;0,781483051613193;"Encoding";0,826315789473684;"Encoding"
9241;0,787638404085788;"Encoding";0,868421052631579;"Encoding"
9242;0,779862504312557;"Encoding";0,836842105263158;"Encoding"
9243;0,783505475867767;"Encoding";0,868421052631579;"Encoding"
9244;0,759832279309543;"Encoding";0,821052631578947;"Encoding"
9245;0,772736128191682;"Encoding";0,910526315789474;"Encoding"
9246;0,761559051076934;"Encoding";0,826315789473684;"Encoding"
9247;0,771847963849821;"Encoding";0,894736842105263;"Encoding"
9248;0,764717278635855;"Encoding";0,831578947368421;"Encoding"
9249;0,760613220220677;"Encoding";0,831578947368421;"Encoding"
9250;0,738930355962041;"Encoding";0,794736842105263;"Encoding"
9251;0,755105159312943;"Encoding";0,726315789473684;"Encoding"
9252;0,781527601795505;"Encoding";0,836842105263158;"Encoding"
9253;0,787887930005388;"Encoding";0,805263157894737;"Encoding"
9254;0,748517226186221;"Encoding";0,826315789473684;"Encoding"
9255;0,72534148378924;"Encoding";0,736842105263158;"Encoding"
9256;0,753640714161849;"Encoding";0,752631578947368;"Encoding"
9257;0,745123612306691;"Encoding";0,836842105263158;"Encoding"
9258;0,723359604944351;"Encoding";0,831578947368421;"Encoding"
9259;0,749090753712294;"Encoding";0,847368421052632;"Encoding"
9260;0,726411542217691;"Encoding";0,752631578947368;"Encoding"
9261;0,741103800122102;"Encoding";0,852631578947368;"Encoding"
9262;0,754325736959031;"Encoding";0,815789473684211;"Encoding"
9263;0,75752933341926;"Encoding";0,763157894736842;"Encoding"
9264;0,730108843892701;"Encoding";0,847368421052632;"Encoding"
9265;0,754449937223851;"Encoding";0,757894736842105;"Encoding"
9266;0,794415169209727;"Encoding";0,815789473684211;"Encoding"
9267;0,774975193522682;"Encoding";0,747368421052632;"Encoding"
9268;0,770987698577998;"Encoding";0,742105263157895;"Encoding"
9269;0,76664125038624;"Encoding";0,773684210526316;"Encoding"
9270;0,754879529192245;"Encoding";0,773684210526316;"Encoding"
9271;0,749028231929514;"Encoding";0,773684210526316;"Encoding"
9272;0,773919690609166;"Encoding";0,789473684210526;"Encoding"
9273;0,759034981203604;"Encoding";0,726315789473684;"Encoding"
9274;0,785726239364014;"Encoding";0,784210526315789;"Encoding"
9275;0,770199030875902;"Encoding";0,794736842105263;"Encoding"
9276;0,769783700530384;"Encoding";0,810526315789474;"Encoding"
9277;0,760846570244202;"Encoding";0,784210526315789;"Encoding"
9278;0,785300090118614;"Encoding";0,878947368421053;"Encoding"
9279;0,761281414752902;"Encoding";0,742105263157895;"Encoding"
9280;0,760169769998786;"Encoding";0,784210526315789;"Encoding"
9281;0,768731847165665;"Encoding";0,815789473684211;"Encoding"
9282;0,751044831086118;"Encoding";0,815789473684211;"Encoding"
9283;0,756955670779402;"Encoding";0,784210526315789;"Encoding"
9284;0,783453092600947;"Encoding";0,8;"Encoding"
9285;0,756608205367127;"Encoding";0,826315789473684;"Encoding"
9286;0,752311169378425;"Encoding";0,831578947368421;"Encoding"
9287;0,749487423071967;"Encoding";0,805263157894737;"Encoding"
9288;0,748295305397405;"Encoding";0,794736842105263;"Encoding"
9289;0,75555032175753;"Encoding";0,836842105263158;"Encoding"
9290;0,754221514361997;"Encoding";0,826315789473684;"Encoding"
9291;0,751073256978307;"Encoding";0,773684210526316;"Encoding"
9292;0,747580601014922;"Encoding";0,789473684210526;"Encoding"
9293;0,748546531828106;"Encoding";0,784210526315789;"Encoding"
9294;0,759707743652746;"Encoding";0,815789473684211;"Encoding"
9295;0,764072503352318;"Encoding";0,805263157894737;"Encoding"
9296;0,750306377161852;"Encoding";0,8;"Encoding"
9297;0,754130467315501;"Encoding";0,789473684210526;"Encoding"
9298;0,751474564875402;"Encoding";0,773684210526316;"Encoding"
9299;0,745994964418637;"Encoding";0,794736842105263;"Encoding"
9300;0,760432338452485;"Encoding";0,805263157894737;"Encoding"
9301;0,794410582317706;"Encoding";0,794736842105263;"Encoding"
9302;0,769788817678581;"Encoding";0,773684210526316;"Encoding"
9303;0,747792321084733;"Encoding";0,736842105263158;"Encoding"
9304;0,762916572674762;"Encoding";0,784210526315789;"Encoding"
9305;0,767867157427335;"Encoding";0,836842105263158;"Encoding"
9306;0,776861228670936;"Encoding";0,805263157894737;"Encoding"
9307;0,775947970749815;"Encoding";0,773684210526316;"Encoding"
9308;0,76695098047097;"Encoding";0,8;"Encoding"
9309;0,737092674605227;"Encoding";0,768421052631579;"Encoding"
9310;0,752617550439705;"Encoding";0,742105263157895;"Encoding"
9311;0,767733011804512;"Encoding";0,821052631578947;"Encoding"
9312;0,765266713871966;"Encoding";0,773684210526316;"Encoding"
9313;0,752860311983886;"Encoding";0,752631578947368;"Encoding"
9314;0,754272085673983;"Encoding";0,826315789473684;"Encoding"
9315;0,749342508887027;"Encoding";0,726315789473684;"Encoding"
9316;0,766138168500492;"Encoding";0,815789473684211;"Encoding"
9317;0,750331137278521;"Encoding";0,784210526315789;"Encoding"
9318;0,733834255237369;"Encoding";0,768421052631579;"Encoding"
9319;0,755119013471702;"Encoding";0,789473684210526;"Encoding"
9320;0,753884243173149;"Encoding";0,805263157894737;"Encoding"
9321;0,794863472801836;"Encoding";0,826315789473684;"Encoding"
9322;0,770719568617469;"Encoding";0,747368421052632;"Encoding"
9323;0,768780757372509;"Encoding";0,778947368421053;"Encoding"
9324;0,753930847299201;"Encoding";0,778947368421053;"Encoding"
9325;0,764786590382116;"Encoding";0,815789473684211;"Encoding"
9326;0,756030582861719;"Encoding";0,778947368421053;"Encoding"
9327;0,759923032111598;"Encoding";0,810526315789474;"Encoding"
9328;0,752859330042402;"Encoding";0,836842105263158;"Encoding"
9329;0,737846224258763;"Encoding";0,778947368421053;"Encoding"
9330;0,78927698821543;"Encoding";0,794736842105263;"Encoding"
9331;0,777130977676896;"Encoding";0,852631578947368;"Encoding"
9332;0,764875558038876;"Encoding";0,757894736842105;"Encoding"
9333;0,749502193008989;"Encoding";0,826315789473684;"Encoding"
9334;0,759820650835878;"Encoding";0,784210526315789;"Encoding"
9335;0,752713678124693;"Encoding";0,768421052631579;"Encoding"
9336;0,758937299214778;"Encoding";0,784210526315789;"Encoding"
9337;0,799168225791061;"Encoding";0,784210526315789;"Encoding"
9338;0,771474575183523;"Encoding";0,810526315789474;"Encoding"
9339;0,747257161813369;"Encoding";0,773684210526316;"Encoding"
9340;0,768566651697722;"Encoding";0,773684210526316;"Encoding"
9341;0,756600469507913;"Encoding";0,763157894736842;"Encoding"
9342;0,756759739110145;"Encoding";0,721052631578947;"Encoding"
9343;0,760449580828643;"Encoding";0,826315789473684;"Encoding"
9344;0,757823567968361;"Encoding";0,821052631578947;"Encoding"
9345;0,750133217192473;"Encoding";0,747368421052632;"Encoding"
9346;0,798505768292699;"Encoding";0,778947368421053;"Encoding"
9347;0,752316216694134;"Encoding";0,763157894736842;"Encoding"
9348;0,765731646603343;"Encoding";0,736842105263158;"Encoding"
9349;0,754808599700685;"Encoding";0,784210526315789;"Encoding"
9350;0,745719362092014;"Encoding";0,826315789473684;"Encoding"
9351;0,76409903217797;"Encoding";0,831578947368421;"Encoding"
9352;0,766113625824386;"Encoding";0,805263157894737;"Encoding"
9353;0,753167179764341;"Encoding";0,831578947368421;"Encoding"
9354;0,747116112757138;"Encoding";0,8;"Encoding"
9355;0,7776250426863;"Encoding";0,794736842105263;"Encoding"
9356;0,787788211019798;"Encoding";0,747368421052632;"Encoding"
9357;0,752676875269719;"Encoding";0,747368421052632;"Encoding"
9358;0,747074270758507;"Encoding";0,768421052631579;"Encoding"
9359;0,782700093255437;"Encoding";0,784210526315789;"Encoding"
9360;0,79089041759813;"Encoding";0,784210526315789;"Encoding"
9361;0,750379788670736;"Encoding";0,778947368421053;"Encoding"
9362;0,743500369294881;"Encoding";0,789473684210526;"Encoding"
9363;0,74037492041749;"Encoding";0,810526315789474;"Encoding"
9364;0,74979401948324;"Encoding";0,826315789473684;"Encoding"
9365;0,749469925518258;"Encoding";0,752631578947368;"Encoding"
9366;0,767516877862868;"Encoding";0,847368421052632;"Encoding"
9367;0,742716467143096;"Encoding";0,821052631578947;"Encoding"
9368;0,763259069335901;"Encoding";0,831578947368421;"Encoding"
9369;0,741251258346863;"Encoding";0,842105263157895;"Encoding"
9370;0,754538885422677;"Encoding";0,847368421052632;"Encoding"
9371;0,745792467895837;"Encoding";0,805263157894737;"Encoding"
9372;0,796002241633011;"Encoding";0,784210526315789;"Encoding"
9373;0,745681459821406;"Encoding";0,810526315789474;"Encoding"
9374;0,75133005128847;"Encoding";0,831578947368421;"Encoding"
9375;0,770273872898232;"Encoding";0,794736842105263;"Encoding"
9376;0,760916287514306;"Encoding";0,789473684210526;"Encoding"
9377;0,785249547717385;"Encoding";0,815789473684211;"Encoding"
9378;0,739856614123274;"Encoding";0,778947368421053;"Encoding"
9379;0,762551370692364;"Encoding";0,784210526315789;"Encoding"
9380;0,722566466442447;"Encoding";0,747368421052632;"Encoding"
9381;0,767919922022519;"Encoding";0,742105263157895;"Encoding"
9382;0,75528772171609;"Encoding";0,768421052631579;"Encoding"
9383;0,740923392416642;"Encoding";0,810526315789474;"Encoding"
9384;0,755502365102241;"Encoding";0,747368421052632;"Encoding"
9385;0,773603442472745;"Encoding";0,742105263157895;"Encoding"
9386;0,746632619948515;"Encoding";0,715789473684211;"Encoding"
9387;0,737518659472493;"Encoding";0,768421052631579;"Encoding"
9388;0,76122006801874;"Encoding";0,747368421052632;"Encoding"
9389;0,759328098916462;"Encoding";0,773684210526316;"Encoding"
9390;0,754584747397398;"Encoding";0,778947368421053;"Encoding"
9391;0,755682320105907;"Encoding";0,757894736842105;"Encoding"
9392;0,776748953665673;"Encoding";0,815789473684211;"Encoding"
9393;0,786218908004897;"Encoding";0,863157894736842;"Encoding"
9394;0,77335904400196;"Encoding";0,863157894736842;"Encoding"
9395;0,76136905185561;"Encoding";0,778947368421053;"Encoding"
9396;0,781047088706737;"Encoding";0,778947368421053;"Encoding"
9397;0,748508479102056;"Encoding";0,831578947368421;"Encoding"
9398;0,766630539849902;"Encoding";0,815789473684211;"Encoding"
9399;0,792490696414513;"Encoding";0,857894736842105;"Encoding"
9400;0,76540047288845;"Encoding";0,763157894736842;"Encoding"
9401;0,768604011902782;"Encoding";0,747368421052632;"Encoding"
9402;0,752208610259539;"Encoding";0,794736842105263;"Encoding"
9403;0,765812814283222;"Encoding";0,847368421052632;"Encoding"
9404;0,723427055064536;"Encoding";0,805263157894737;"Encoding"
9405;0,743791170261362;"Encoding";0,778947368421053;"Encoding"
9406;0,789001949574981;"Encoding";0,826315789473684;"Encoding"
9407;0,715806557820922;"Encoding";0,736842105263158;"Encoding"
9408;0,760233844405783;"Encoding";0,821052631578947;"Encoding"
9409;0,752821766795282;"Encoding";0,773684210526316;"Encoding"
9410;0,750367504141981;"Encoding";0,794736842105263;"Encoding"
9411;0,752341913809876;"Encoding";0,794736842105263;"Encoding"
9412;0,741252515940317;"Encoding";0,794736842105263;"Encoding"
9413;0,731784974125967;"Encoding";0,805263157894737;"Encoding"
9414;0,756660879528828;"Encoding";0,821052631578947;"Encoding"
9415;0,741088323451216;"Encoding";0,794736842105263;"Encoding"
9416;0,745681802020682;"Encoding";0,805263157894737;"Encoding"
9417;0,766391695360331;"Encoding";0,8;"Encoding"
9418;0,743475779550701;"Encoding";0,794736842105263;"Encoding"
9419;0,754466222037454;"Encoding";0,784210526315789;"Encoding"
9420;0,750387586922255;"Encoding";0,794736842105263;"Encoding"
9421;0,773384072343485;"Encoding";0,810526315789474;"Encoding"
9422;0,764050713040666;"Encoding";0,836842105263158;"Encoding"
9423;0,760769659798552;"Encoding";0,857894736842105;"Encoding"
9424;0,743386137382154;"Encoding";0,784210526315789;"Encoding"
9425;0,773521712790185;"Encoding";0,831578947368421;"Encoding"
9426;0,758559136032292;"Encoding";0,857894736842105;"Encoding"
9427;0,782443324957114;"Encoding";0,868421052631579;"Encoding"
9428;0,766613921139765;"Encoding";0,815789473684211;"Encoding"
9429;0,742761255035156;"Encoding";0,721052631578947;"Encoding"
9430;0,754945464841717;"Encoding";0,810526315789474;"Encoding"
9431;0,755311909409417;"Encoding";0,763157894736842;"Encoding"
9432;0,748629594115838;"Encoding";0,784210526315789;"Encoding"
9433;0,735317615865006;"Encoding";0,773684210526316;"Encoding"
9434;0,769611638135834;"Encoding";0,8;"Encoding"
9435;0,767782870285663;"Encoding";0,894736842105263;"Encoding"
9436;0,76002513117152;"Encoding";0,863157894736842;"Encoding"
9437;0,730939891294385;"Encoding";0,826315789473684;"Encoding"
