"enc_adj";"AUC_mean";"et";"si";"et2"
3522;0,741289521841706;"Encoding";0,752631578947368;"Encoding"
3523;0,72833938059271;"Encoding";0,763157894736842;"Encoding"
3524;0,730967169322382;"Encoding";0,773684210526316;"Encoding"
3525;0,710983577756236;"Encoding";0,757894736842105;"Encoding"
3526;0,755394170131572;"Encoding";0,763157894736842;"Encoding"
3527;0,718487672987758;"Encoding";0,784210526315789;"Encoding"
3528;0,759453342554978;"Encoding";0,763157894736842;"Encoding"
3529;0,749111567878359;"Encoding";0,784210526315789;"Encoding"
3530;0,757127837252288;"Encoding";0,773684210526316;"Encoding"
3531;0,736373034403287;"Encoding";0,747368421052632;"Encoding"
3532;0,741287561007466;"Encoding";0,752631578947368;"Encoding"
3533;0,749792688035166;"Encoding";0,742105263157895;"Encoding"
3534;0,733368531628023;"Encoding";0,752631578947368;"Encoding"
3535;0,710906857248707;"Encoding";0,7;"Encoding"
3536;0,738880957614396;"Encoding";0,789473684210526;"Encoding"
3537;0,721681608710494;"Encoding";0,678947368421053;"Encoding"
3538;0,747573662054412;"Encoding";0,842105263157895;"Encoding"
3539;0,752242017643529;"Encoding";0,815789473684211;"Encoding"
3540;0,741095977681398;"Encoding";0,763157894736842;"Encoding"
3541;0,743757981548366;"Encoding";0,768421052631579;"Encoding"
3542;0,734086442364301;"Encoding";0,752631578947368;"Encoding"
3543;0,736468026824378;"Encoding";0,757894736842105;"Encoding"
3544;0,729907613892203;"Encoding";0,794736842105263;"Encoding"
3545;0,728204282005957;"Encoding";0,768421052631579;"Encoding"
3546;0,749029065503948;"Encoding";0,784210526315789;"Encoding"
3547;0,755508824643872;"Encoding";0,784210526315789;"Encoding"
3548;0,751681521621004;"Encoding";0,752631578947368;"Encoding"
3549;0,746607748612949;"Encoding";0,763157894736842;"Encoding"
3550;0,762415070038834;"Encoding";0,810526315789474;"Encoding"
3551;0,761911997116301;"Encoding";0,794736842105263;"Encoding"
3552;0,75512257444936;"Encoding";0,757894736842105;"Encoding"
3553;0,766090145152684;"Encoding";0,773684210526316;"Encoding"
3554;0,76612186809692;"Encoding";0,784210526315789;"Encoding"
3555;0,755186342439999;"Encoding";0,805263157894737;"Encoding"
3556;0,759263828072619;"Encoding";0,768421052631579;"Encoding"
3557;0,766895071587085;"Encoding";0,826315789473684;"Encoding"
3558;0,746785220160966;"Encoding";0,763157894736842;"Encoding"
3559;0,740511573971215;"Encoding";0,752631578947368;"Encoding"
3560;0,728786301607089;"Encoding";0,784210526315789;"Encoding"
3561;0,721404486287159;"Encoding";0,778947368421053;"Encoding"
3562;0,754899078251825;"Encoding";0,742105263157895;"Encoding"
3563;0,752779300490244;"Encoding";0,773684210526316;"Encoding"
3564;0,743266237579261;"Encoding";0,778947368421053;"Encoding"
3565;0,745930053359194;"Encoding";0,805263157894737;"Encoding"
3566;0,756838321561523;"Encoding";0,784210526315789;"Encoding"
3567;0,74533607155631;"Encoding";0,757894736842105;"Encoding"
3568;0,755725254332659;"Encoding";0,763157894736842;"Encoding"
3569;0,732512752455309;"Encoding";0,752631578947368;"Encoding"
3570;0,729914111763771;"Encoding";0,789473684210526;"Encoding"
3571;0,729205955535443;"Encoding";0,742105263157895;"Encoding"
3572;0,753386822854307;"Encoding";0,742105263157895;"Encoding"
3573;0,729460753874157;"Encoding";0,794736842105263;"Encoding"
3574;0,752077004480151;"Encoding";0,810526315789474;"Encoding"
3575;0,720170187500931;"Encoding";0,721052631578947;"Encoding"
3576;0,748879288848834;"Encoding";0,752631578947368;"Encoding"
3577;0,740041760694148;"Encoding";0,8;"Encoding"
3578;0,719083628489463;"Encoding";0,747368421052632;"Encoding"
3579;0,731953857419641;"Encoding";0,752631578947368;"Encoding"
3580;0,761059197280083;"Encoding";0,784210526315789;"Encoding"
3581;0,74649468538976;"Encoding";0,763157894736842;"Encoding"
3582;0,751760740156698;"Encoding";0,731578947368421;"Encoding"
3583;0,729235296100589;"Encoding";0,752631578947368;"Encoding"
3584;0,727341911683971;"Encoding";0,731578947368421;"Encoding"
3585;0,747797370555874;"Encoding";0,789473684210526;"Encoding"
3586;0,74922717127655;"Encoding";0,763157894736842;"Encoding"
3587;0,743555562205543;"Encoding";0,794736842105263;"Encoding"
3588;0,756516179265479;"Encoding";0,847368421052632;"Encoding"
3589;0,750945224570669;"Encoding";0,831578947368421;"Encoding"
3590;0,75231518872623;"Encoding";0,815789473684211;"Encoding"
3591;0,740880938001569;"Encoding";0,742105263157895;"Encoding"
3592;0,738846304864535;"Encoding";0,742105263157895;"Encoding"
3593;0,721821730686847;"Encoding";0,752631578947368;"Encoding"
3594;0,743403848090007;"Encoding";0,721052631578947;"Encoding"
3595;0,723949994706052;"Encoding";0,763157894736842;"Encoding"
3596;0,722727244040869;"Encoding";0,784210526315789;"Encoding"
3597;0,760303048711081;"Encoding";0,805263157894737;"Encoding"
3598;0,749393232891931;"Encoding";0,773684210526316;"Encoding"
3599;0,755572289135705;"Encoding";0,742105263157895;"Encoding"
3600;0,74403856019482;"Encoding";0,710526315789474;"Encoding"
3601;0,736518041288711;"Encoding";0,747368421052632;"Encoding"
3602;0,764337744375467;"Encoding";0,742105263157895;"Encoding"
3603;0,754318051788028;"Encoding";0,742105263157895;"Encoding"
3604;0,734801653523134;"Encoding";0,757894736842105;"Encoding"
3605;0,764913355581566;"Encoding";0,742105263157895;"Encoding"
3606;0,744367886952718;"Encoding";0,8;"Encoding"
3607;0,738906971070773;"Encoding";0,736842105263158;"Encoding"
3608;0,729321984248672;"Encoding";0,731578947368421;"Encoding"
3609;0,750213694513086;"Encoding";0,784210526315789;"Encoding"
3610;0,733133156874523;"Encoding";0,747368421052632;"Encoding"
3611;0,751069927422472;"Encoding";0,773684210526316;"Encoding"
3612;0,758860210563416;"Encoding";0,752631578947368;"Encoding"
3613;0,728124774675632;"Encoding";0,721052631578947;"Encoding"
3614;0,747903825273318;"Encoding";0,731578947368421;"Encoding"
3615;0,714546430007334;"Encoding";0,742105263157895;"Encoding"
3616;0,732686686496779;"Encoding";0,742105263157895;"Encoding"
3617;0,742736912956464;"Encoding";0,752631578947368;"Encoding"
3618;0,762376728141328;"Encoding";0,810526315789474;"Encoding"
3619;0,752126630877311;"Encoding";0,710526315789474;"Encoding"
3620;0,743655081186668;"Encoding";0,731578947368421;"Encoding"
3621;0,753663292852611;"Encoding";0,752631578947368;"Encoding"
3622;0,738132425976644;"Encoding";0,731578947368421;"Encoding"
3623;0,760811165331848;"Encoding";0,726315789473684;"Encoding"
3624;0,760897227745848;"Encoding";0,768421052631579;"Encoding"
3625;0,723830044041177;"Encoding";0,726315789473684;"Encoding"
3626;0,741803875907801;"Encoding";0,752631578947368;"Encoding"
3627;0,748099953055114;"Encoding";0,784210526315789;"Encoding"
3628;0,75646477740528;"Encoding";0,794736842105263;"Encoding"
3629;0,742468531846567;"Encoding";0,752631578947368;"Encoding"
3630;0,775946824129124;"Encoding";0,784210526315789;"Encoding"
3631;0,75370052884665;"Encoding";0,752631578947368;"Encoding"
3632;0,758196944730415;"Encoding";0,763157894736842;"Encoding"
3633;0,740602931138188;"Encoding";0,757894736842105;"Encoding"
3634;0,772585788012063;"Encoding";0,784210526315789;"Encoding"
3635;0,758277644945273;"Encoding";0,742105263157895;"Encoding"
3636;0,731367959347231;"Encoding";0,773684210526316;"Encoding"
3637;0,717108921493308;"Encoding";0,721052631578947;"Encoding"
3638;0,726909143199233;"Encoding";0,731578947368421;"Encoding"
3639;0,75925581459962;"Encoding";0,726315789473684;"Encoding"
3640;0,726529955532965;"Encoding";0,731578947368421;"Encoding"
3641;0,698918002505712;"Encoding";0,731578947368421;"Encoding"
3642;0,744898605779892;"Encoding";0,763157894736842;"Encoding"
3643;0,734295312194298;"Encoding";0,773684210526316;"Encoding"
3644;0,753542199901626;"Encoding";0,752631578947368;"Encoding"
3645;0,751632138995954;"Encoding";0,784210526315789;"Encoding"
3646;0,753864752757224;"Encoding";0,747368421052632;"Encoding"
3647;0,71909923621207;"Encoding";0,815789473684211;"Encoding"
3648;0,732989209731825;"Encoding";0,768421052631579;"Encoding"
3649;0,744472584893497;"Encoding";0,721052631578947;"Encoding"
3650;0,733985951786599;"Encoding";0,773684210526316;"Encoding"
3651;0,724818265939779;"Encoding";0,773684210526316;"Encoding"
3652;0,728777542354635;"Encoding";0,747368421052632;"Encoding"
3653;0,71180066463059;"Encoding";0,794736842105263;"Encoding"
3654;0,725335772206213;"Encoding";0,773684210526316;"Encoding"
3655;0,745442167134521;"Encoding";0,784210526315789;"Encoding"
3656;0,73886779681087;"Encoding";0,731578947368421;"Encoding"
3657;0,694125763193529;"Encoding";0,752631578947368;"Encoding"
3658;0,71092379192217;"Encoding";0,784210526315789;"Encoding"
3659;0,737999501723638;"Encoding";0,752631578947368;"Encoding"
3660;0,765151663221849;"Encoding";0,757894736842105;"Encoding"
3661;0,770543447593794;"Encoding";0,784210526315789;"Encoding"
3662;0,672081013438274;"Encoding";0,742105263157895;"Encoding"
3663;0,721397855050642;"Encoding";0,684210526315789;"Encoding"
3664;0,753140816013114;"Encoding";0,731578947368421;"Encoding"
3665;0,725102477259934;"Encoding";0,710526315789474;"Encoding"
3666;0,760957946506756;"Encoding";0,742105263157895;"Encoding"
3667;0,763773327782263;"Encoding";0,757894736842105;"Encoding"
3668;0,736717365080362;"Encoding";0,742105263157895;"Encoding"
3669;0,754708923537168;"Encoding";0,673684210526316;"Encoding"
3670;0,768475673388088;"Encoding";0,757894736842105;"Encoding"
3671;0,681294607391997;"Encoding";0,668421052631579;"Encoding"
3672;0,726828112100751;"Encoding";0,773684210526316;"Encoding"
3673;0,763174448170151;"Encoding";0,726315789473684;"Encoding"
3674;0,757306977996179;"Encoding";0,8;"Encoding"
3675;0,747240124719409;"Encoding";0,752631578947368;"Encoding"
3676;0,749041542972842;"Encoding";0,784210526315789;"Encoding"
3677;0,677855804890257;"Encoding";0,763157894736842;"Encoding"
3678;0,756574531439596;"Encoding";0,736842105263158;"Encoding"
3679;0,746675597096568;"Encoding";0,752631578947368;"Encoding"
3680;0,738954653684736;"Encoding";0,763157894736842;"Encoding"
3681;0,733164975233258;"Encoding";0,810526315789474;"Encoding"
3682;0,738940887525706;"Encoding";0,752631578947368;"Encoding"
3683;0,746578924581678;"Encoding";0,847368421052632;"Encoding"
3684;0,752597244710974;"Encoding";0,815789473684211;"Encoding"
3685;0,741220178373868;"Encoding";0,7;"Encoding"
3686;0,725118827421392;"Encoding";0,742105263157895;"Encoding"
3687;0,751947071493539;"Encoding";0,784210526315789;"Encoding"
3688;0,744754716516065;"Encoding";0,763157894736842;"Encoding"
3689;0,7355266675194;"Encoding";0,752631578947368;"Encoding"
3690;0,743046002274515;"Encoding";0,731578947368421;"Encoding"
3691;0,739643921477915;"Encoding";0,763157894736842;"Encoding"
3692;0,753330490656648;"Encoding";0,794736842105263;"Encoding"
3693;0,749085736597792;"Encoding";0,752631578947368;"Encoding"
3694;0,754677479090332;"Encoding";0,768421052631579;"Encoding"
3695;0,744876308153395;"Encoding";0,794736842105263;"Encoding"
3696;0,745242521142201;"Encoding";0,784210526315789;"Encoding"
3697;0,746807262472444;"Encoding";0,710526315789474;"Encoding"
3698;0,743945260773734;"Encoding";0,752631578947368;"Encoding"
3699;0,739716204436783;"Encoding";0,757894736842105;"Encoding"
3700;0,736940973427845;"Encoding";0,742105263157895;"Encoding"
3701;0,750055623683495;"Encoding";0,784210526315789;"Encoding"
3702;0,743731762654898;"Encoding";0,831578947368421;"Encoding"
3703;0,751445072897624;"Encoding";0,773684210526316;"Encoding"
3704;0,740350579309783;"Encoding";0,752631578947368;"Encoding"
3705;0,75938537905081;"Encoding";0,768421052631579;"Encoding"
3706;0,740160843174501;"Encoding";0,763157894736842;"Encoding"
3707;0,747171884004177;"Encoding";0,805263157894737;"Encoding"
3708;0,753318761288182;"Encoding";0,805263157894737;"Encoding"
3709;0,749400521600809;"Encoding";0,778947368421053;"Encoding"
3710;0,750833587633803;"Encoding";0,778947368421053;"Encoding"
3711;0,745459333526281;"Encoding";0,752631578947368;"Encoding"
3712;0,743574678283613;"Encoding";0,736842105263158;"Encoding"
3713;0,75140003424851;"Encoding";0,747368421052632;"Encoding"
3714;0,761089250879845;"Encoding";0,789473684210526;"Encoding"
3715;0,761249479773139;"Encoding";0,789473684210526;"Encoding"
3716;0,743204316331913;"Encoding";0,731578947368421;"Encoding"
3717;0,725200828660457;"Encoding";0,726315789473684;"Encoding"
3718;0,740326915777112;"Encoding";0,742105263157895;"Encoding"
3719;0,743480398229404;"Encoding";0,731578947368421;"Encoding"
3720;0,751498430631136;"Encoding";0,715789473684211;"Encoding"
3721;0,760520542245562;"Encoding";0,710526315789474;"Encoding"
3722;0,746356273933249;"Encoding";0,742105263157895;"Encoding"
3723;0,736976568956704;"Encoding";0,710526315789474;"Encoding"
3724;0,723284091809164;"Encoding";0,7;"Encoding"
3725;0,73689584192771;"Encoding";0,742105263157895;"Encoding"
3726;0,764418963436461;"Encoding";0,768421052631579;"Encoding"
3727;0,741857225537027;"Encoding";0,721052631578947;"Encoding"
3728;0,744977521736699;"Encoding";0,773684210526316;"Encoding"
3729;0,7430138077059;"Encoding";0,789473684210526;"Encoding"
3730;0,755371878211668;"Encoding";0,815789473684211;"Encoding"
3731;0,731157812218742;"Encoding";0,7;"Encoding"
3732;0,73808732689704;"Encoding";0,710526315789474;"Encoding"
3733;0,734841687966616;"Encoding";0,721052631578947;"Encoding"
3734;0,747694892592629;"Encoding";0,721052631578947;"Encoding"
3735;0,760032784370212;"Encoding";0,689473684210526;"Encoding"
3736;0,740649764619695;"Encoding";0,763157894736842;"Encoding"
3737;0,759144688863475;"Encoding";0,731578947368421;"Encoding"
3738;0,761754730129455;"Encoding";0,773684210526316;"Encoding"
3739;0,74843352289342;"Encoding";0,721052631578947;"Encoding"
3740;0,756678899479351;"Encoding";0,805263157894737;"Encoding"
3741;0,737571076904325;"Encoding";0,794736842105263;"Encoding"
3742;0,764310540227743;"Encoding";0,747368421052632;"Encoding"
3743;0,752952010861496;"Encoding";0,721052631578947;"Encoding"
3744;0,752370159455154;"Encoding";0,742105263157895;"Encoding"
3745;0,763019816380007;"Encoding";0,794736842105263;"Encoding"
3746;0,756612170816082;"Encoding";0,805263157894737;"Encoding"
3747;0,749028837828596;"Encoding";0,742105263157895;"Encoding"
3748;0,72764924057303;"Encoding";0,736842105263158;"Encoding"
3749;0,761944681389651;"Encoding";0,742105263157895;"Encoding"
3750;0,771230512873612;"Encoding";0,778947368421053;"Encoding"
3751;0,764549048936895;"Encoding";0,857894736842105;"Encoding"
3752;0,71061358244494;"Encoding";0,742105263157895;"Encoding"
3753;0,723009963992826;"Encoding";0,789473684210526;"Encoding"
3754;0,755803259653404;"Encoding";0,784210526315789;"Encoding"
3755;0,743064514478002;"Encoding";0,7;"Encoding"
3756;0,755239751763247;"Encoding";0,773684210526316;"Encoding"
3757;0,769129460162296;"Encoding";0,768421052631579;"Encoding"
3758;0,741496810267421;"Encoding";0,752631578947368;"Encoding"
3759;0,736688034406578;"Encoding";0,747368421052632;"Encoding"
3760;0,755254597635779;"Encoding";0,784210526315789;"Encoding"
3761;0,762964243389564;"Encoding";0,715789473684211;"Encoding"
3762;0,732658348215151;"Encoding";0,773684210526316;"Encoding"
3763;0,745687312974832;"Encoding";0,805263157894737;"Encoding"
3764;0,732942396388812;"Encoding";0,773684210526316;"Encoding"
3765;0,743161281816377;"Encoding";0,752631578947368;"Encoding"
3766;0,737093154486849;"Encoding";0,678947368421053;"Encoding"
3767;0,741071942753595;"Encoding";0,784210526315789;"Encoding"
3768;0,739820945253363;"Encoding";0,763157894736842;"Encoding"
3769;0,735946469174903;"Encoding";0,752631578947368;"Encoding"
3770;0,739848088663473;"Encoding";0,736842105263158;"Encoding"
3771;0,729371969206395;"Encoding";0,752631578947368;"Encoding"
3772;0,741474347477193;"Encoding";0,742105263157895;"Encoding"
3773;0,737064808247841;"Encoding";0,731578947368421;"Encoding"
3774;0,765468320362119;"Encoding";0,747368421052632;"Encoding"
3775;0,749147520873123;"Encoding";0,763157894736842;"Encoding"
3776;0,727262831129759;"Encoding";0,705263157894737;"Encoding"
3777;0,74561202906562;"Encoding";0,836842105263158;"Encoding"
3778;0,744065691873247;"Encoding";0,726315789473684;"Encoding"
3779;0,749904395519931;"Encoding";0,752631578947368;"Encoding"
3780;0,740560899664419;"Encoding";0,752631578947368;"Encoding"
3781;0,743448398971031;"Encoding";0,757894736842105;"Encoding"
3782;0,734610582974548;"Encoding";0,731578947368421;"Encoding"
3783;0,738269071496753;"Encoding";0,773684210526316;"Encoding"
3784;0,744848515615052;"Encoding";0,731578947368421;"Encoding"
3785;0,743373317812486;"Encoding";0,752631578947368;"Encoding"
3786;0,735970187337567;"Encoding";0,763157894736842;"Encoding"
3787;0,740241331296715;"Encoding";0,836842105263158;"Encoding"
3788;0,743972536820555;"Encoding";0,789473684210526;"Encoding"
3789;0,7723877913811;"Encoding";0,773684210526316;"Encoding"
3790;0,741416360029828;"Encoding";0,747368421052632;"Encoding"
3791;0,719610690665518;"Encoding";0,784210526315789;"Encoding"
3792;0,747796791211241;"Encoding";0,805263157894737;"Encoding"
3793;0,75417294752387;"Encoding";0,752631578947368;"Encoding"
3794;0,724190515481718;"Encoding";0,836842105263158;"Encoding"
3795;0,75890197929602;"Encoding";0,836842105263158;"Encoding"
3796;0,766127614742129;"Encoding";0,794736842105263;"Encoding"
3797;0,752302227060253;"Encoding";0,726315789473684;"Encoding"
3798;0,744058984174827;"Encoding";0,763157894736842;"Encoding"
3799;0,781868934804028;"Encoding";0,805263157894737;"Encoding"
3800;0,745611200222922;"Encoding";0,805263157894737;"Encoding"
3801;0,74046242244223;"Encoding";0,763157894736842;"Encoding"
3802;0,766429272650184;"Encoding";0,815789473684211;"Encoding"
3803;0,734842620913788;"Encoding";0,742105263157895;"Encoding"
3804;0,764512960048799;"Encoding";0,831578947368421;"Encoding"
3805;0,732653076521614;"Encoding";0,773684210526316;"Encoding"
3806;0,75021048851143;"Encoding";0,731578947368421;"Encoding"
3807;0,743458812814896;"Encoding";0,757894736842105;"Encoding"
3808;0,718731101569661;"Encoding";0,752631578947368;"Encoding"
3809;0,715359721290687;"Encoding";0,742105263157895;"Encoding"
3810;0,778043403224487;"Encoding";0,857894736842105;"Encoding"
3811;0,769713476548066;"Encoding";0,773684210526316;"Encoding"
3812;0,752353052660608;"Encoding";0,884210526315789;"Encoding"
3813;0,708436235767934;"Encoding";0,805263157894737;"Encoding"
3814;0,744205360317677;"Encoding";0,742105263157895;"Encoding"
3815;0,728792776859699;"Encoding";0,773684210526316;"Encoding"
3816;0,738863010113324;"Encoding";0,773684210526316;"Encoding"
3817;0,773269429398295;"Encoding";0,810526315789474;"Encoding"
3818;0,746873230483879;"Encoding";0,763157894736842;"Encoding"
3819;0,744808524747778;"Encoding";0,747368421052632;"Encoding"
3820;0,750167073028624;"Encoding";0,736842105263158;"Encoding"
3821;0,732834726556803;"Encoding";0,721052631578947;"Encoding"
3822;0,743409112995606;"Encoding";0,763157894736842;"Encoding"
3823;0,728085017075585;"Encoding";0,752631578947368;"Encoding"
3824;0,75957502597602;"Encoding";0,736842105263158;"Encoding"
3825;0,749997892579251;"Encoding";0,742105263157895;"Encoding"
3826;0,709319857328361;"Encoding";0,815789473684211;"Encoding"
3827;0,794769171436061;"Encoding";0,857894736842105;"Encoding"
3828;0,750717530842609;"Encoding";0,736842105263158;"Encoding"
3829;0,742761202256375;"Encoding";0,773684210526316;"Encoding"
3830;0,760775565223969;"Encoding";0,773684210526316;"Encoding"
3831;0,745371968112222;"Encoding";0,773684210526316;"Encoding"
3832;0,7553436996822;"Encoding";0,784210526315789;"Encoding"
3833;0,706403544506494;"Encoding";0,773684210526316;"Encoding"
3834;0,756258908386224;"Encoding";0,763157894736842;"Encoding"
3835;0,73350231506821;"Encoding";0,773684210526316;"Encoding"
3836;0,741955144484128;"Encoding";0,784210526315789;"Encoding"
3837;0,749128599491531;"Encoding";0,805263157894737;"Encoding"
3838;0,764371028299907;"Encoding";0,784210526315789;"Encoding"
3839;0,747013844719006;"Encoding";0,784210526315789;"Encoding"
3840;0,739690967967629;"Encoding";0,710526315789474;"Encoding"
3841;0,734953008007894;"Encoding";0,736842105263158;"Encoding"
3842;0,73697904117076;"Encoding";0,721052631578947;"Encoding"
3843;0,735661729189614;"Encoding";0,689473684210526;"Encoding"
3844;0,78062013525532;"Encoding";0,821052631578947;"Encoding"
3845;0,759120630411558;"Encoding";0,726315789473684;"Encoding"
3846;0,725058679836453;"Encoding";0,752631578947368;"Encoding"
3847;0,753168452799163;"Encoding";0,784210526315789;"Encoding"
3848;0,749093933138687;"Encoding";0,752631578947368;"Encoding"
3849;0,734017317217978;"Encoding";0,710526315789474;"Encoding"
3850;0,747976220432958;"Encoding";0,742105263157895;"Encoding"
3851;0,769253275209731;"Encoding";0,842105263157895;"Encoding"
3852;0,770589675221236;"Encoding";0,784210526315789;"Encoding"
3853;0,753122339358028;"Encoding";0,731578947368421;"Encoding"
3854;0,760898630229975;"Encoding";0,784210526315789;"Encoding"
3855;0,742246527896731;"Encoding";0,731578947368421;"Encoding"
3856;0,751870197005545;"Encoding";0,857894736842105;"Encoding"
3857;0,692332297895478;"Encoding";0,742105263157895;"Encoding"
3858;0,744489291384333;"Encoding";0,805263157894737;"Encoding"
3859;0,759830683665037;"Encoding";0,752631578947368;"Encoding"
3860;0,753093418457959;"Encoding";0,768421052631579;"Encoding"
3861;0,74233000925151;"Encoding";0,763157894736842;"Encoding"
3862;0,784287732435162;"Encoding";0,742105263157895;"Encoding"
3863;0,784221389907261;"Encoding";0,805263157894737;"Encoding"
3864;0,73220018665052;"Encoding";0,784210526315789;"Encoding"
3865;0,750012789236318;"Encoding";0,794736842105263;"Encoding"
3866;0,757083245582644;"Encoding";0,784210526315789;"Encoding"
3867;0,756640930239354;"Encoding";0,889473684210526;"Encoding"
3868;0,729028358759193;"Encoding";0,810526315789474;"Encoding"
3869;0,754963041663068;"Encoding";0,710526315789474;"Encoding"
3870;0,767456273237684;"Encoding";0,794736842105263;"Encoding"
3871;0,745961615968726;"Encoding";0,768421052631579;"Encoding"
3872;0,763696047704597;"Encoding";0,784210526315789;"Encoding"
3873;0,757259145291255;"Encoding";0,794736842105263;"Encoding"
3874;0,740293833731582;"Encoding";0,731578947368421;"Encoding"
3875;0,755595396988954;"Encoding";0,826315789473684;"Encoding"
3876;0,782881585159516;"Encoding";0,873684210526316;"Encoding"
3877;0,683474495054774;"Encoding";0,826315789473684;"Encoding"
3878;0,705762614432441;"Encoding";0,784210526315789;"Encoding"
3879;0,713590859743005;"Encoding";0,789473684210526;"Encoding"
3880;0,682610925322182;"Encoding";0,752631578947368;"Encoding"
3881;0,718463205650581;"Encoding";0,763157894736842;"Encoding"
3882;0,7111129169409;"Encoding";0,742105263157895;"Encoding"
3883;0,768495013662956;"Encoding";0,726315789473684;"Encoding"
3884;0,746744403971903;"Encoding";0,710526315789474;"Encoding"
3885;0,741748615437705;"Encoding";0,757894736842105;"Encoding"
3886;0,747690970436719;"Encoding";0,768421052631579;"Encoding"
3887;0,739003985489916;"Encoding";0,721052631578947;"Encoding"
3888;0,745347650885609;"Encoding";0,763157894736842;"Encoding"
3889;0,737726063405701;"Encoding";0,752631578947368;"Encoding"
3890;0,762172019045842;"Encoding";0,784210526315789;"Encoding"
3891;0,738380590287864;"Encoding";0,747368421052632;"Encoding"
3892;0,746416706209367;"Encoding";0,768421052631579;"Encoding"
3893;0,739537905338455;"Encoding";0,763157894736842;"Encoding"
3894;0,746819508802194;"Encoding";0,768421052631579;"Encoding"
3895;0,74064723157025;"Encoding";0,778947368421053;"Encoding"
3896;0,736403480830515;"Encoding";0,763157894736842;"Encoding"
3897;0,748466938283919;"Encoding";0,794736842105263;"Encoding"
3898;0,759270288247375;"Encoding";0,794736842105263;"Encoding"
3899;0,728062323050857;"Encoding";0,773684210526316;"Encoding"
3900;0,759221676480873;"Encoding";0,805263157894737;"Encoding"
3901;0,732654566513443;"Encoding";0,752631578947368;"Encoding"
3902;0,74880678803918;"Encoding";0,784210526315789;"Encoding"
3903;0,740940109569433;"Encoding";0,731578947368421;"Encoding"
3904;0,752591717797775;"Encoding";0,763157894736842;"Encoding"
3905;0,74130209662883;"Encoding";0,773684210526316;"Encoding"
3906;0,742509153441525;"Encoding";0,763157894736842;"Encoding"
3907;0,75066479683756;"Encoding";0,784210526315789;"Encoding"
3908;0,753677064304622;"Encoding";0,752631578947368;"Encoding"
3909;0,75597511671106;"Encoding";0,763157894736842;"Encoding"
3910;0,782890242770293;"Encoding";0,794736842105263;"Encoding"
3911;0,740947850071077;"Encoding";0,752631578947368;"Encoding"
3912;0,759304468536919;"Encoding";0,726315789473684;"Encoding"
3913;0,756622374519922;"Encoding";0,742105263157895;"Encoding"
3914;0,710074382885947;"Encoding";0,784210526315789;"Encoding"
3915;0,751246534919187;"Encoding";0,763157894736842;"Encoding"
3916;0,749941594467222;"Encoding";0,784210526315789;"Encoding"
3917;0,748258083215213;"Encoding";0,805263157894737;"Encoding"
3918;0,72186051914053;"Encoding";0,794736842105263;"Encoding"
3919;0,728787437942651;"Encoding";0,752631578947368;"Encoding"
3920;0,778032208419185;"Encoding";0,726315789473684;"Encoding"
3921;0,749745392201796;"Encoding";0,721052631578947;"Encoding"
3922;0,736000064144289;"Encoding";0,778947368421053;"Encoding"
3923;0,741207436424895;"Encoding";0,815789473684211;"Encoding"
3924;0,781866852607584;"Encoding";0,794736842105263;"Encoding"
3925;0,779609787793219;"Encoding";0,736842105263158;"Encoding"
3926;0,735061015938632;"Encoding";0,826315789473684;"Encoding"
3927;0,74576887910358;"Encoding";0,768421052631579;"Encoding"
3928;0,75118619714612;"Encoding";0,757894736842105;"Encoding"
3929;0,754136807267969;"Encoding";0,763157894736842;"Encoding"
3930;0,777912980315322;"Encoding";0,857894736842105;"Encoding"
3931;0,737187734439573;"Encoding";0,805263157894737;"Encoding"
3932;0,730905015135261;"Encoding";0,757894736842105;"Encoding"
3933;0,710632605940632;"Encoding";0,736842105263158;"Encoding"
3934;0,738974498796163;"Encoding";0,794736842105263;"Encoding"
3935;0,72393634010039;"Encoding";0,757894736842105;"Encoding"
3936;0,728013103869259;"Encoding";0,747368421052632;"Encoding"
3937;0,742678590105749;"Encoding";0,757894736842105;"Encoding"
3938;0,735610103733796;"Encoding";0,784210526315789;"Encoding"
3939;0,734019935069824;"Encoding";0,752631578947368;"Encoding"
3940;0,736883466856563;"Encoding";0,805263157894737;"Encoding"
3941;0,769822539040605;"Encoding";0,836842105263158;"Encoding"
3942;0,742361518875818;"Encoding";0,710526315789474;"Encoding"
3943;0,742303813027341;"Encoding";0,752631578947368;"Encoding"
3944;0,7597041073531;"Encoding";0,763157894736842;"Encoding"
3945;0,733994742838561;"Encoding";0,773684210526316;"Encoding"
3946;0,708774876471717;"Encoding";0,773684210526316;"Encoding"
3947;0,770695425363878;"Encoding";0,784210526315789;"Encoding"
3948;0,71565194893992;"Encoding";0,794736842105263;"Encoding"
3949;0,720983414738497;"Encoding";0,752631578947368;"Encoding"
3950;0,73331108063279;"Encoding";0,784210526315789;"Encoding"
3951;0,721183380618742;"Encoding";0,773684210526316;"Encoding"
3952;0,74424138383759;"Encoding";0,768421052631579;"Encoding"
3953;0,75600867646003;"Encoding";0,773684210526316;"Encoding"
3954;0,713158878232936;"Encoding";0,721052631578947;"Encoding"
3955;0,756420754583372;"Encoding";0,752631578947368;"Encoding"
3956;0,7398009623865;"Encoding";0,752631578947368;"Encoding"
3957;0,77886843655332;"Encoding";0,873684210526316;"Encoding"
3958;0,742140465035768;"Encoding";0,794736842105263;"Encoding"
